query	Preferred_name
g2231	g2231
g2234	g2234
g2235	FEN1
g2236	PRPF3
g2237	PTPRD.1
g2238	RIC8B
g2239	METTL3
g2241	g2241
g2242	g2242
g2245	USB1
g2248	USB1.1
g2249	PNKP
g2250	PNKP.1
g2251	POP4
g2252	FHOD1
g2253	SPATA2
g2254	g2254
g2255	g2255
g2256	g2256
g2257	SSR1
g2258	NEDD8
g2259	CYHR1
g2260	g2260
g2261	LENG1
g2262	g2262
g2263	g2263
g2264	DPEP1
g2265	g2265
g2266	F10
g2268	POGK
g2269	POGK.1
g2270	g2270
g2271	g2271
g2273	g2273
g2277	HP1C
g2281	g2281
g2282	g2282
g2284	g2284
g2286	g2286
g2291	g2291
g2292	g2292
g2293	g2293
g2294	g2294
g2295	g2295
g2296	g2296
g2297	g2297
g2298	VRTN
g2299	g2299
g2300	g2300
g2301	g2301
g2302	g2302
g2304	g2304
g2306	g2306
g2307	g2307
g2309	g2309
g2311	L1TD1
g2313	g2313
g2315	g2315
g2317	YNG2
g2318	g2318
g2319	g2319
g2320	g2320
g2321	THAP4
g2322	g2322
g2323	g2323
g2324	g2324
g2325	g2325
g2326	g2326
g2331	g2331
g2337	g2337
g2339	g2339
g2341	g2341
g2343	g2343
g2344	g2344
g2347	g2347
g2348	g2348
g2350	g2350
g2353	g2353
g2354	g2354
g2355	g2355
g2356	g2356
g2357	g2357
g2358	g2358
g2360	g2360
g2362	g2362
g2364	RECQL
g2365	g2365
g2367	g2367
g2368	g2368
g2369	g2369
g2370	g2370
g2377	g2377
g2378	g2378
g2380	helD
g2381	g2381
g2384	g2384
g2385	g2385
g2386	g2386
g2387	g2387
g2388	g2388
g2391	g2391
g2392	g2392
g2393	g2393
g2395	g2395
g2396	g2396
g2397	g2397
g2399	g2399
g2400	g2400
g2401	g2401
g2402	g2402
g2403	g2403
g2404	g2404
g2406	g2406
g2409	g2409
g2410	g2410
g2414	recQ
g2415	g2415
g2418	TRAF1
g2420	FANK1
g2421	g2421
g2424	g2424
g2425	g2425
g2427	g2427
g2428	CTHRC1.30
g2429	g2429
g2430	g2430
g2431	g2431
g2432	g2432
g2436	g2436
g2438	g2438
g2439	PKD1L2.1
g2442	pgbd4
g2445	g2445
g2446	g2446
g2448	g2448
g2449	ARAP1
g2450	g2450
g2455	g2455
g2456	g2456
g2460	g2460
g2465	g2465
g2466	g2466
g2467	g2467
g2471	g2471
g2472	L1TD1.1
g2473	POGK.2
g2474	g2474
g2480	g2480
g2485	g2485
g2486	g2486
g2488	g2488
g2489	g2489
g2491	g2491
g2492	him.6
g2494	g2494
g2496	g2496
g2497	g2497
g2499	g2499
g2500	g2500
g2502	g2502
g2504	g2504
g2505	g2505
g2506	POGK.3
g2507	g2507
g2508	g2508
g2509	g2509
g2510	g2510
g2514	g2514
g2517	g2517
g2518	g2518
g2521	g2521
g2522	g2522
g2523	EXO1
g2524	g2524
g2525	g2525
g2526	RAPSN.1
g2527	g2527
g2528	g2528
g2529	g2529
g2530	g2530
g2532	g2532
g2533	g2533
g2534	g2534
g2535	g2535
g2536	CASP14
g2539	g2539
g2540	g2540
g2542	g2542
g2543	g2543
g2544	g2544
g2545	g2545
g2547	g2547
g2548	g2548
g2549	g2549
g2551	g2551
g2552	g2552
g2553	g2553
g2554	g2554
g2556	g2556
g2557	g2557
g2559	PXDN.1
g2560	wrn.1
g2563	g2563
g2564	g2564
g2565	g2565
g2566	g2566
g2567	g2567
g2568	g2568
g2569	g2569
g2570	g2570
g2571	g2571
g2572	Prkrir
g2574	g2574
g2577	g2577
g2578	g2578
g2579	g2579
g2580	g2580
g2581	CCDC58
g2582	g2582
g2583	g2583
g2588	g2588
g2589	g2589
g2590	g2590
g2591	g2591
g2592	g2592
g2595	g2595
g2598	g2598
g2599	g2599
g2600	g2600
g2601	g2601
g2605	g2605
g2607	g2607
g2608	g2608
g2610	g2610
g2611	g2611
g2612	g2612
g2613	g2613
g2616	g2616
g2617	g2617
g2619	g2619
g2620	g2620
g2623	g2623
g2625	g2625
g2629	g2629
g2630	g2630
g2632	rpa
g2635	g2635
g2637	g2637
g2640	g2640
g2641	g2641
g2642	g2642
g2643	g2643
g2644	g2644
g2645	g2645
g2646	g2646
g2647	g2647
g2648	g2648
g2649	g2649
g2650	g2650
g2651	g2651
g2653	g2653
g2656	g2656
g2657	g2657
g2659	g2659
g2661	g2661
g2664	g2664
g2667	g2667
g2673	g2673
g2675	PGBD4
g2677	PIF1
g2680	OSTF1
g2681	g2681
g2683	g2683
g2684	g2684
g2685	g2685
g2686	g2686
g2689	g2689
g2691	g2691
g2694	g2694
g2697	g2697
g2699	g2699
g2704	g2704
g2707	g2707
g2708	g2708
g2709	g2709
g2710	g2710
g2712	g2712
g2715	TPCN2
g2717	EXO1.1
g2718	g2718
g2722	g2722
g2723	g2723
g2724	g2724
g2727	recQ.1
g2728	g2728
g2730	IDO2
g2735	g2735
g2736	g2736
g2737	PKD1L2.2
g2738	g2738
g2741	g2741
g2745	g2745
g2748	g2748
g2752	g2752
g2753	g2753
g2755	wrn.1.1
g2756	g2756
g2757	g2757
g2758	g2758
g2762	g2762
g2766	g2766
g2767	g2767
g2770	gprs
g2771	g2771
g2772	g2772
g2773	g2773
g2774	g2774
g2775	g2775
g2776	g2776
g2777	g2777
g2779	g2779
g2780	g2780
g2781	g2781
g2783	g2783
g2785	g2785
g2789	g2789
g2792	g2792
g2795	g2795
g2796	g2796
g2797	g2797
g2798	g2798
g2800	g2800
g2801	g2801
g2802	g2802
g2807	g2807
g2808	g2808
g2810	g2810
g2814	g2814
g2817	g2817
g2818	g2818
g2819	g2819
g2820	g2820
g2833	g2833
g2834	g2834
g2835	g2835
g2836	KIAA1958
g2837	g2837
g2838	g2838
g2839	g2839
g2840	g2840
g2843	g2843
g2844	COL6A6
g2845	g2845
g2850	g2850
g2854	g2854
g2855	g2855
g2856	g2856
g2857	g2857
g2860	g2860
g2862	pogk.1
g2864	g2864
g2868	g2868
g2869	g2869
g2870	g2870
g2871	g2871
g2876	g2876
g2877	PGBD4.1
g2879	g2879
g2880	MEIOB
g2883	g2883
g2884	ANKLE1
g2886	g2886
g2889	g2889
g2891	KIAA1958.1
g2893	g2893
g2897	g2897
g2901	g2901
g2903	g2903
g2904	g2904
g2905	g2905
g2906	him.6.1
g2907	g2907
g2917	g2917
g2918	g2918
g2919	g2919
g2920	g2920
g2921	g2921
g2926	g2926
g2928	g2928
g2929	g2929
g2932	g2932
g2933	g2933
g2935	g2935
g2937	g2937
g2938	g2938
g2939	g2939
g2940	g2940
g2941	g2941
g2944	g2944
g2945	ABCC4
g2946	g2946
g2948	g2948
g2949	g2949
g2950	g2950
g2951	NCAPH
g2952	g2952
g2953	g2953
g2954	g2954
g2955	g2955
g2956	g2956
g2957	g2957
g2958	g2958
g2959	BMP2
g2960	BMP5
g2961	BMP2.1
g2962	BMP2.2
g2963	g2963
g2964	ung.1
g2965	g2965
g2966	MAP3K19
g2967	KIF21A
g2968	g2968
g2970	LCN1.2
g2974	SLC22A4.1
g2975	SLC18B1
g2976	SLC22A4.2
g2978	HSD17B12
g2979	g2979
g2980	SYT11
g2981	KLHL24
g2982	g2982
g2983	CUBN.1
g2984	g2984
g2986	g2986
g2987	RBPJ
g2988	ABCC3
g2990	g2990
g2991	g2991
g2992	g2992
g2993	g2993
g2994	ydhS
g2995	g2995
g2996	ABCC4.1
g2997	CHST2
g2998	g2998
g3000	g3000
g3002	g3002
g3003	g3003
g3004	UBE2T
g3005	CRACR2A
g3006	CRACR2A.1
g3007	ABCC4.2
g3008	ABCC4.3
g3009	ABCC4.4
g3010	g3010
g3011	g3011
g3012	g3012
g3013	g3013
g3014	ABCC4.5
g3015	g3015
g3017	g3017
g3018	KIF3C
g3019	g3019
g3020	g3020
g3021	g3021
g3022	g3022
g3023	g3023
g3024	g3024
g3025	g3025
g3026	g3026
g3027	g3027
g3028	g3028
g3029	g3029
g3030	g3030
g3031	g3031
g3032	g3032
g3033	HSD17B12.1
g3034	TTN
g3036	TCTN1
g3037	ETHE1
g3038	g3038
g3039	g3039
g3040	g3040
g3041	g3041
g3042	g3042
g3043	g3043
g3044	g3044
g3045	g3045
g3046	g3046
g3048	g3048
g3049	g3049
g3050	F8
g3051	MFGE8.2
g3052	EDIL3.2
g3053	g3053
g3054	g3054
g3057	g3057
g3058	g3058
g3060	TAF8
g3061	g3061
g3062	g3062
g3063	g3063
g3064	g3064
g3065	GPX1.1
g3066	GPX3
g3067	GPX3.1
g3068	g3068
g3069	g3069
g3070	g3070
g3071	HS3ST3B1
g3072	g3072
g3073	g3073
g3074	g3074
g3075	g3075
g3078	g3078
g3079	g3079
g3080	him.6.2
g3081	g3081
g3082	g3082
g3083	g3083
g3086	KCTD1
g3087	g3087
g3088	g3088
g3089	g3089
g3090	MFAP1
g3091	g3091
g3092	NPR2
g3093	g3093
g3094	g3094
g3095	ACSM5
g3096	g3096
g3097	g3097
g3098	ACSM4
g3099	g3099
g3100	CNOT11
g3101	SFRP1
g3107	g3107
g3108	g3108
g3110	hch.1
g3111	SLC16A2.3
g3112	RFWD3
g3113	SLC37A4
g3114	g3114
g3115	g3115
g3119	NSFL1C
g3120	HSE1
g3121	CNOT4
g3122	RFX6
g3123	GRHPR
g3125	g3125
g3126	g3126
g3127	g3127
g3128	SNRPA
g3129	RPL12
g3130	SGCA
g3131	METTL14
g3132	PARG
g3133	PHYKPL
g3134	CHST6.3
g3135	CHST6.4
g3136	CHCHD1
g3137	BAAT
g3138	ACOT4.2
g3139	rps24
g3140	BMT2
g3141	SYT9
g3142	g3142
g3143	Syt15
g3145	LDB3
g3146	ZCCHC24
g3147	TBATA
g3148	g3148
g3149	g3149
g3151	g3151
g3152	g3152
g3153	g3153
g3154	g3154
g3158	g3158
g3159	g3159
g3160	g3160
g3166	g3166
g3167	g3167
g3168	ZCCHC7
g3169	PHAX
g3171	TBC1D8
g3172	CAV1
g3174	g3174
g3175	PRSS2
g3176	g3176
g3177	SNX9
g3178	FICD
g3179	g3179
g3180	MITD1
g3181	F7
g3184	g3184
g3186	ZNF644
g3187	g3187
g3188	g3188
g3190	g3190
g3191	ATAD5
g3192	HMCN1
g3193	ABCC4.6
g3194	ABCC4.7
g3195	ABCC4.8
g3196	ABCC4.9
g3197	g3197
g3198	ABCC3.1
g3199	g3199
g3200	ABCC4.10
g3201	KLHL3.1
g3202	PFDN1
g3203	FAM185A
g3204	g3204
g3205	g3205
g3206	EDIL3.3
g3207	g3207
g3214	LOXHD1
g3217	g3217
g3218	g3218
g3220	g3220
g3221	g3221
g3222	RBM47
g3223	g3223
g3224	PIWIL2
g3225	g3225
g3226	USP39
g3227	FANK1.1
g3228	TMEM101
g3229	NCAPD3
g3231	g3231
g3232	g3232
g3233	g3233
g3234	g3234
g3235	UGT8
g3236	ST14
g3237	g3237
g3238	BDP1
g3239	g3239
g3240	KLHL18.4
g3242	g3242
g3243	g3243
g3244	g3244
g3245	g3245
g3246	g3246
g3247	g3247
g3248	g3248
g3249	g3249
g3250	g3250
g3251	g3251
g3252	g3252
g3253	g3253
g3254	g3254
g3255	g3255
g3257	g3257
g3258	g3258
g3260	PLS3
g3261	Fim
g3262	g3262
g3263	EPS8
g3264	B3GNT1
g3265	g3265
g3266	BET1
g3267	GCAT
g3268	NLRP12
g3269	PPP1R2
g3270	NUP62
g3271	g3271
g3273	DNAAF3
g3274	g3274
g3275	p120ctn
g3278	g3278
g3279	g3279
g3280	TAZ
g3281	LRPAP1
g3282	FSTL5
g3285	g3285
g3286	g3286
g3287	g3287
g3288	MCFD2
g3289	METTL1
g3290	YIPF3
g3291	VHL
g3292	g3292
g3293	GEN1
g3294	KLHL18.5
g3295	GEN1.1
g3296	PAQR3
g3297	SH3GL1
g3299	g3299
g3300	DNAAF1
g3301	RAB20
g3303	g3303
g3304	g3304
g3305	FOXM1
g3306	CPSF3
g3307	mtnN
g3308	TTN.1
g3309	TTN.2
g3310	g3310
g3311	mtnN.1
g3312	g3312
g3313	g3313
g3314	g3314
g3315	TRDMT1
g3316	g3316
g3317	g3317
g3318	KIF27
g3319	g3319
g3320	ZC3H6
g3321	ACTL6A
g3322	g3322
g3326	g3326
g3327	g3327
g3328	g3328
g3329	g3329
g3330	g3330
g3331	g3331
g3332	g3332
g3333	g3333
g3334	g3334
g3335	g3335
g3336	g3336
g3337	F17A9.2
g3338	RpS11
g3339	g3339
g3340	g3340
g3341	g3341
g3342	g3342
g3343	ADAMTS9
g3344	g3344
g3345	XXYLT1
g3346	SF3A1
g3347	OTULIN
g3348	g3348
g3350	CA13
g3351	g3351
g3354	g3354
g3357	g3357
g3358	CHST13
g3359	g3359
g3360	MTNR1A
g3361	g3361
g3362	g3362
g3364	MFAP4
g3365	MFAP4.1
g3366	MFAP4.2
g3367	MFAP4.3
g3369	MFAP4.4
g3371	g3371
g3374	CBX6
g3376	g3376
g3378	APCS
g3380	svep1
g3381	g3381
g3382	FAM63B
g3383	g3383
g3384	g3384
g3385	SLC15A4
g3386	g3386
g3388	g3388
g3390	g3390
g3391	SLC15A5
g3392	SLC15A4.1
g3395	g3395
g3396	g3396
g3397	g3397
g3398	EIF4E
g3399	g3399
g3400	g3400
g3401	DPT
g3402	g3402
g3403	g3403
g3404	g3404
g3405	g3405
g3406	g3406
g3407	g3407
g3408	g3408
g3409	g3409
g3410	g3410
g3411	g3411
g3412	g3412
g3413	g3413
g3415	ASIC5
g3416	plc
g3419	g3419
g3420	CBX6.1
g3421	g3421
g3422	g3422
g3423	g3423
g3424	g3424
g3425	g3425
g3426	g3426
g3427	g3427
g3428	PKMYT1
g3430	GBE1
g3435	TGFBRAP1
g3438	TGFBRAP1.1
g3443	TGFBRAP1.2
g3444	slc9a3r1
g3445	g3445
g3446	g3446
g3447	ILVBL
g3448	TRMT12
g3449	ACAA2
g3450	MZT1
g3451	BORA
g3452	DNAJC5B
g3454	VHL.1
g3455	PLEKHF2
g3456	tagap
g3457	PTPRQ
g3458	PTPRQ.1
g3459	g3459
g3460	g3460
g3461	g3461
g3462	g3462
g3463	CNR2.1
g3467	DCAF7
g3468	ABCC4.11
g3469	g3469
g3471	g3471
g3472	g3472
g3474	g3474
g3475	g3475
g3476	g3476
g3477	BET1L
g3478	KIF17
g3482	ZFAND2B
g3483	IDH1
g3484	g3484
g3485	HSD17B14
g3486	DNAJC25
g3487	g3487
g3489	g3489
g3490	g3490
g3491	PCED1B
g3492	TSPAN33
g3493	GFPT1
g3494	GDI1
g3495	g3495
g3496	g3496
g3497	g3497
g3498	g3498
g3499	g3499
g3500	NLRP12.1
g3502	GBP5
g3503	NLRP12.2
g3504	g3504
g3505	g3505
g3506	g3506
g3507	SLC39A14
g3508	g3508
g3509	GBP5.1
g3510	g3510
g3511	g3511
g3512	g3512
g3513	SIRT1.1
g3514	g3514
g3516	GBP5.2
g3517	g3517
g3519	GBP5.3
g3520	KCTD1.1
g3521	g3521
g3523	g3523
g3524	g3524
g3526	g3526
g3527	g3527
g3528	g3528
g3529	g3529
g3531	GBP5.4
g3532	g3532
g3533	PAXIP1
g3534	g3534
g3535	GBP5.5
g3537	ANKRD61
g3538	g3538
g3541	g3541
g3542	g3542
g3543	g3543
g3544	Gulo
g3545	g3545
g3546	RUNDC1
g3549	VCPIP1
g3550	g3550
g3551	g3551
g3553	RASGEF1C
g3554	g3554
g3555	g3555
g3556	g3556
g3557	GPR45
g3559	NODAL
g3560	BMP10
g3562	g3562
g3564	BMP2.3
g3565	BMP2.4
g3566	g3566
g3569	RASEF
g3570	DCPS
g3571	ARF6
g3572	ARF6.1
g3573	SF3A2
g3574	g3574
g3577	g3577
g3578	g3578
g3579	g3579
g3581	g3581
g3582	POLR3B.1
g3583	g3583
g3584	g3584
g3585	g3585
g3586	g3586
g3587	EVA1A
g3588	g3588
g3589	g3589
g3590	LOXHD1.1
g3591	g3591
g3592	g3592
g3598	g3598
g3599	RPL15
g3600	GID8
g3601	MRPL13
g3602	NUP35
g3603	PHF13
g3605	NCKAP1
g3607	GBP5.6
g3608	g3608
g3609	g3609
g3610	g3610
g3611	Cralbp.1
g3612	Cralbp.2
g3613	KIAA1958.2
g3614	Cralbp.3
g3615	g3615
g3616	g3616
g3618	g3618
g3619	TMEM151B.2
g3620	g3620
g3621	g3621
g3622	g3622
g3623	g3623
g3624	g3624
g3625	g3625
g3626	EFNB2
g3628	EFNB2.1
g3629	RHOA
g3630	RHOC
g3631	ALDH3A2
g3632	ALDH3A2.1
g3633	RHOC.1
g3634	BYSL
g3635	AGRN.1
g3636	g3636
g3637	g3637
g3638	g3638
g3639	EFNB2.2
g3642	g3642
g3643	KLHL3.2
g3644	KLHL6
g3645	AGRN.2
g3646	g3646
g3648	g3648
g3649	g3649
g3651	g3651
g3652	g3652
g3654	g3654
g3655	g3655
g3656	PCYOX1L
g3657	g3657
g3658	g3658
g3659	SGPL1
g3660	PSD2
g3661	STAMBPL1
g3662	g3662
g3663	XKR9
g3664	PAPSS2
g3665	g3665
g3666	g3666
g3667	g3667
g3668	g3668
g3669	g3669
g3670	g3670
g3671	g3671
g3672	g3672
g3673	g3673
g3674	g3674
g3675	g3675
g3676	g3676
g3677	g3677
g3678	g3678
g3679	g3679
g3680	g3680
g3681	g3681
g3682	g3682
g3683	g3683
g3684	g3684
g3685	g3685
g3686	g3686
g3687	g3687
g3688	g3688
g3689	g3689
g3690	g3690
g3691	NOLC1
g3692	GPR161
g3693	LAMTOR3
g3694	STK31
g3698	g3698
g3699	g3699
g3700	g3700
g3701	MYO7A
g3702	g3702
g3703	g3703
g3704	g3704
g3705	g3705
g3706	g3706
g3707	g3707
g3708	g3708
g3709	g3709
g3710	g3710
g3711	g3711
g3712	PTEN
g3713	g3713
g3714	PLA2G12A
g3715	COX18
g3717	g3717
g3718	g3718
g3720	NFKB1
g3721	g3721
g3722	g3722
g3724	g3724
g3725	g3725
g3726	RAPGEF2
g3727	KCNK10
g3729	G6PD4
g3730	g3730
g3731	g3731
g3732	LRRC43
g3733	g3733
g3734	SLC39A14.1
g3735	SLC39A14.2
g3736	MSI1
g3737	HEXB
g3738	JMJD6
g3739	g3739
g3742	g3742
g3743	g3743
g3744	g3744
g3745	OSBPL11
g3747	PXR1
g3748	SNRPC
g3749	PLK1
g3750	IGHMBP2
g3751	MALT1
g3752	TBC1D7
g3753	FOSL2
g3755	g3755
g3756	g3756
g3757	FAM199X
g3758	g3758
g3759	g3759
g3760	g3760
g3761	Nlrp10.1
g3762	NLRC4
g3763	g3763
g3764	g3764
g3765	g3765
g3767	APH1A
g3768	FBXO30
g3769	g3769
g3770	TBC1D7.1
g3771	FOSL2.1
g3772	PSMC3
g3773	THEG
g3775	g3775
g3776	INTS12
g3777	g3777
g3778	SHOC2
g3780	CNR2.2
g3781	g3781
g3782	ninaE.1
g3783	EDIL3.4
g3784	EDIL3.5
g3785	g3785
g3786	B4GALNT4
g3787	g3787
g3788	B4GALNT4.1
g3789	g3789
g3790	g3790
g3791	TG
g3792	g3792
g3793	g3793
g3794	DDX31
g3797	RP2
g3799	RP2.1
g3801	RP2.2
g3805	KIAA2013
g3806	g3806
g3807	g3807
g3808	g3808
g3809	g3809
g3810	g3810
g3811	g3811
g3812	g3812
g3813	g3813
g3814	g3814
g3815	g3815
g3816	g3816
g3818	SFRP4
g3819	FRZB
g3820	ABCB8
g3821	LIX1L
g3824	g3824
g3825	g3825
g3826	GRP1
g3827	g3827
g3828	HES2
g3829	GABBR2
g3830	MASTL
g3832	CUZD1
g3833	CUZD1.1
g3834	CSMD1
g3835	g3835
g3836	g3836
g3838	FAF2
g3839	PURA
g3840	svep1.1
g3842	g3842
g3843	SEC22B.1
g3844	CATSPER4
g3848	TNR.11
g3850	ANGPT1
g3851	g3851
g3853	CATSPER4.1
g3854	PXDN.2
g3855	CATSPER4.2
g3856	TNR.12
g3857	TNR.13
g3858	g3858
g3859	g3859
g3860	g3860
g3861	CATSPER4.3
g3862	g3862
g3863	g3863
g3864	TNR.14
g3865	g3865
g3866	PIGV
g3868	g3868
g3869	g3869
g3871	ATP6V1C2
g3872	MOB3B
g3873	MGAT5
g3875	MGAT5.1
g3876	COL6A6.1
g3877	DNMBP
g3880	g3880
g3881	g3881
g3882	g3882
g3883	g3883
g3884	g3884
g3885	g3885
g3886	g3886
g3887	g3887
g3888	g3888
g3889	g3889
g3890	g3890
g3891	g3891
g3892	g3892
g3893	g3893
g3894	HEPHL1
g3895	g3895
g3896	g3896
g3897	MOXD1.6
g3898	MOXD1.7
g3899	HRAS
g3900	C1orf74
g3901	g3901
g3902	g3902
g3903	g3903
g3904	g3904
g3905	g3905
g3906	ARHGAP39
g3907	MAP1LC3A
g3908	g3908
g3909	g3909
g3910	KLHL35
g3911	g3911
g3912	g3912
g3913	g3913
g3914	g3914
g3915	g3915
g3916	g3916
g3917	g3917
g3918	XRCC4
g3919	g3919
g3920	g3920
g3922	g3922
g3923	g3923
g3924	g3924
g3925	g3925
g3926	g3926
g3927	g3927
g3928	SAP30BP
g3929	SAP30BP.1
g3930	ALDH3A2.2
g3931	g3931
g3932	g3932
g3933	BTN1
g3934	g3934
g3935	g3935
g3936	VPS26B
g3937	MAB21L3.1
g3938	g3938
g3939	VPS18
g3940	MFSD5
g3941	FBXW12
g3942	PSMD2
g3943	KLHL20
g3944	g3944
g3945	g3945
g3946	g3946
g3948	g3948
g3949	g3949
g3950	g3950
g3951	g3951
g3952	g3952
g3953	g3953
g3954	g3954
g3956	XIRP2
g3958	SULT1B1.2
g3959	g3959
g3960	UBXN8
g3961	IVD
g3962	g3962
g3963	g3963
g3964	g3964
g3965	MB21D1
g3966	BICC1
g3967	POLR3D
g3968	CDS1
g3969	PCNA
g3970	g3970
g3971	g3971
g3972	ATAD1
g3973	RPS14
g3974	g3974
g3975	g3975
g3976	ZSWIM8
g3977	UAP1
g3978	UAP1.1
g3979	g3979
g3980	g3980
g3981	g3981
g3983	g3983
g3984	g3984
g3986	g3986
g3987	Sce
g3988	g3988
g3989	g3989
g3991	g3991
g3992	NOXRED1
g3993	ARRDC3
g3994	g3994
g3995	RFX4
g3999	BAAT.1
g4000	BAAT.2
g4001	g4001
g4002	BAAT.3
g4003	BAAT.4
g4004	BAAT.5
g4005	BAAT.6
g4006	MYBL1
g4007	BBS2
g4008	BAAT.7
g4009	BAAT.8
g4011	BAAT.9
g4012	g4012
g4013	BAAT.10
g4014	BAAT.11
g4015	g4015
g4016	g4016
g4017	g4017
g4018	g4018
g4019	g4019
g4020	FDPS
g4021	g4021
g4022	ARAP1.1
g4023	SLC22A15
g4024	g4024
g4025	g4025
g4026	g4026
g4027	g4027
g4028	SLC22A4.3
g4029	g4029
g4030	g4030
g4031	SLC22A15.1
g4032	SLC22A16
g4034	g4034
g4035	SLC22A4.4
g4037	g4037
g4038	g4038
g4040	g4040
g4042	g4042
g4043	g4043
g4044	PKD1L2.3
g4045	FAM65A
g4046	g4046
g4047	g4047
g4048	g4048
g4049	EFNB2.3
g4050	g4050
g4051	PFKFB2
g4052	g4052
g4053	RPL32
g4054	g4054
g4059	g4059
g4065	g4065
g4066	g4066
g4069	FZD9
g4070	SCNM1
g4071	RTDR1
g4072	g4072
g4073	gprs.1
g4074	g4074
g4075	NPTX1
g4076	CCNC
g4077	g4077
g4079	DPH2
g4080	g4080
g4081	TMED5
g4082	g4082
g4083	KIAA2026
g4084	BAZ1B
g4085	VCL
g4086	ASH2L
g4087	g4087
g4088	WDR4
g4089	SUPT5H
g4090	g4090
g4091	g4091
g4094	g4094
g4096	NPTX1.1
g4097	NPTX1.2
g4098	NPTX1.3
g4102	g4102
g4103	g4103
g4104	g4104
g4105	g4105
g4107	MRI1
g4108	g4108
g4109	C11orf73
g4110	g4110
g4111	g4111
g4112	CACNA1E
g4113	g4113
g4114	g4114
g4115	g4115
g4116	g4116
g4117	BMPR1B
g4118	CASP7
g4119	HNRNPH1
g4120	MOB1B
g4121	MAT1A
g4122	RBM22
g4123	MICU1
g4124	MCU
g4125	g4125
g4127	g4127
g4128	BAAT.12
g4129	g4129
g4130	SYNJ1
g4131	g4131
g4132	ANPEP
g4133	g4133
g4134	C17orf49
g4135	g4135
g4136	TXN2
g4137	CD59
g4140	WDYHV1
g4141	Alg13
g4142	g4142
g4143	HDDC3
g4145	PIP5K1B
g4146	MTFMT
g4147	GPR83
g4148	LSM7
g4149	SPPL2A
g4150	C3orf14
g4151	CPEB1
g4152	CHTOP
g4153	g4153
g4154	LMAN1
g4155	ROPN1L
g4156	TTC23
g4158	g4158
g4159	g4159
g4161	C19orf70
g4162	TTI2
g4163	TMPRSS11D
g4164	g4164
g4165	g4165
g4166	g4166
g4167	ENPEP
g4168	ENPEP.1
g4169	ENPEP.2
g4170	RdRP
g4171	g4171
g4172	g4172
g4173	g4173
g4174	g4174
g4176	g4176
g4177	g4177
g4178	g4178
g4179	g4179
g4181	POC5
g4183	g4183
g4185	g4185
g4186	g4186
g4188	RNF180
g4189	C9orf41
g4190	g4190
g4191	PSCA
g4192	Ly6i
g4193	Ly6i.1
g4194	PLAUR
g4195	Ly6i.2
g4196	g4196
g4197	g4197
g4199	PLAUR.1
g4200	g4200
g4201	g4201
g4202	LYPD2
g4203	g4203
g4205	PSIP1
g4206	RAB27A
g4207	g4207
g4208	CCNH
g4209	g4209
g4210	g4210
g4211	PKM
g4212	VENTX
g4213	GDA
g4214	SCARF2
g4215	RFX7
g4216	FAM214A
g4217	RPS27L
g4219	GATM
g4220	g4220
g4223	SHH
g4225	GIMAP8
g4226	SHH.1
g4229	GIMAP8.1
g4230	g4230
g4231	LYSMD1
g4232	HCRTR2
g4233	g4233
g4234	g4234
g4235	g4235
g4236	DYM
g4237	SMAD7
g4238	g4238
g4239	g4239
g4240	g4240
g4241	RAB2A
g4242	SSPO.1
g4243	g4243
g4245	g4245
g4247	g4247
g4248	g4248
g4249	g4249
g4250	g4250
g4251	g4251
g4253	g4253
g4254	SLC25A42
g4255	g4255
g4256	HSF2BP
g4257	g4257
g4258	g4258
g4259	g4259
g4262	CD59.1
g4264	g4264
g4265	MEP1B
g4266	g4266
g4267	g4267
g4268	g4268
g4269	TNC
g4270	CERS1
g4271	CDC42SE2
g4272	g4272
g4273	g4273
g4274	KTI12
g4275	g4275
g4280	MYO5A
g4281	g4281
g4282	FOPNL
g4283	g4283
g4284	WDR7
g4285	TXNL1
g4286	g4286
g4287	g4287
g4291	g4291
g4293	TNC.1
g4294	EVA1A.1
g4295	g4295
g4296	g4296
g4297	g4297
g4298	g4298
g4299	g4299
g4300	g4300
g4301	g4301
g4302	g4302
g4305	g4305
g4306	g4306
g4307	g4307
g4308	g4308
g4309	g4309
g4310	TNC.2
g4311	TNC.3
g4312	FIBCD1.4
g4313	g4313
g4315	g4315
g4316	g4316
g4317	g4317
g4318	GABBR1
g4319	g4319
g4320	g4320
g4321	VCAN
g4322	C5orf28
g4324	g4324
g4325	g4325
g4326	CETN3
g4327	g4327
g4328	CIITA
g4329	ARSB.3
g4330	ARSB.4
g4331	ARSB.5
g4332	RAB8A
g4333	TTC28
g4334	g4334
g4335	RAB8B
g4336	RABGAP1L
g4337	g4337
g4338	g4338
g4339	EFNB2.4
g4340	g4340
g4341	EFNB2.5
g4342	EFNB2.6
g4343	RAB11A
g4344	g4344
g4345	g4345
g4346	g4346
g4347	CSDE1
g4348	g4348
g4349	RAB8B.1
g4350	PRDM9
g4351	TEX9
g4352	FECH
g4353	nas.15
g4354	PRSS56
g4355	g4355
g4356	CTRB1
g4357	KLK13
g4359	HOF1
g4360	PTPN13
g4361	PRSS56.1
g4364	LRRC74B
g4365	g4365
g4367	PRKAR2A
g4368	RPL4
g4369	g4369
g4370	g4370
g4371	g4371
g4372	g4372
g4373	fibcd1.2
g4374	g4374
g4375	g4375
g4376	SELENBP1
