Protein_ID	COG_category
evm.model.Ap11.1345	Q
evm.model.Ap11.1344	S
evm.model.Ap11.1347	S
evm.model.Ap11.1346	S
evm.model.Ap11.382	P
evm.model.Ap11.322	S
evm.model.Ap11.1807	-
evm.model.Ap11.1802	S
evm.model.Ap11.1801.1.5f15df05	S
evm.model.Ap11.1801	S
evm.model.Ap11.1808	M
evm.model.Ap11.1809	S
evm.model.Ap11.571	S
evm.model.Ap11.956	I
evm.model.Ap11.957	Q
evm.model.Ap11.955	BT
evm.model.Ap11.950	L
evm.model.Ap11.951	T
evm.model.Ap11.958	E
evm.model.Ap11.959	Z
evm.model.Ap11.481	T
evm.model.Ap11.482	E
evm.model.Ap11.483	S
evm.model.Ap11.487	S
evm.model.Ap11.488	D
evm.model.Ap11.1688	Z
evm.model.Ap11.224	L
evm.model.Ap11.226	E
evm.model.Ap11.227	E
evm.model.Ap11.220	K
evm.model.Ap11.221	Z
evm.model.Ap11.222	W
evm.model.Ap11.223	W
evm.model.Ap11.228	D
evm.model.Ap11.229	U
evm.model.Ap11.1789	CO
evm.model.Ap11.1782	K
evm.model.Ap11.1189	U
evm.model.Ap11.1188	U
evm.model.Ap11.1187	K
evm.model.Ap11.1184	K
evm.model.Ap11.1182	K
evm.model.Ap11.1181	O
evm.model.Ap11.1180	T
evm.model.Ap11.1729	K
evm.model.Ap11.1728	O
evm.model.Ap11.1722	G
evm.model.Ap11.1720	G
evm.model.Ap11.1726	G
evm.model.Ap11.1725	G
evm.model.Ap11.1627	S
evm.model.Ap11.539	S
evm.model.Ap11.1160	S
evm.model.Ap11.1162	T
evm.model.Ap11.1572	S
evm.model.Ap11.1576	T
evm.model.Ap11.1579	S
evm.model.Ap11.776	O
evm.model.Ap11.777	P
evm.model.Ap11.775	T
evm.model.Ap11.143	S
evm.model.Ap11.142	S
evm.model.Ap11.145	G
evm.model.Ap11.144	G
evm.model.Ap11.147	O
evm.model.Ap11.496	O
evm.model.Ap11.805	U
evm.model.Ap11.806	A
evm.model.Ap11.808	T
evm.model.Ap11.809	J
evm.model.Ap10.1948	S
evm.model.Ap10.1942	S
evm.model.Ap10.1946	Z
evm.model.Ap10.458	S
evm.model.Ap10.459	S
evm.model.Ap10.451	-
evm.model.Ap10.452	L
evm.model.Ap10.453	S
evm.model.Ap10.454	S
evm.model.Ap10.455	S
evm.model.Ap10.457	S
evm.model.Ap10.1943	K
evm.model.Ap10.1945	U
evm.model.Ap10.1945.1.5f15df0d	U
evm.model.Ap10.861	S
evm.model.Ap10.865	T
evm.model.Ap10.864	O
evm.model.Ap10.867	-
evm.model.Ap10.1094	J
evm.model.Ap10.1095	KU
evm.model.Ap10.1096	V
evm.model.Ap10.1098	V
evm.model.Ap10.1099	V
evm.model.Ap10.1328	S
evm.model.Ap10.1323	S
evm.model.Ap10.1327	-
evm.model.Ap10.753	K
evm.model.Ap10.755	K
evm.model.Ap10.970	O
evm.model.Ap10.758	U
evm.model.Ap10.1777	O
evm.model.Ap10.1779	S
evm.model.Ap10.165_evm.model.Ap10.166	O
evm.model.Ap10.2050	O
evm.model.Ap10.55	J
evm.model.Ap10.55.1.5f15dbac	J
evm.model.Ap10.2077	O
evm.model.Ap10.2076	O
evm.model.Ap10.1678	PT
evm.model.Ap10.1679	W
evm.model.Ap10.1675	PT
evm.model.Ap10.1677	PT
evm.model.Ap10.1231	T
evm.model.Ap10.1019	T
evm.model.Ap10.1016	G
evm.model.Ap10.1017	-
evm.model.Ap10.1012	EPT
evm.model.Ap10.1829	O
evm.model.Ap10.1825	O
evm.model.Ap10.1824	O
evm.model.Ap10.1821	O
evm.model.Ap10.1513	T
evm.model.Ap10.946	E
evm.model.Ap10.947	E
evm.model.Ap10.945	O
evm.model.Ap10.941	O
evm.model.Ap10.105	DZ
evm.model.Ap10.1209	J
evm.model.Ap10.1208	S
evm.model.Ap10.1204	S
evm.model.Ap10.1207	T
evm.model.Ap10.1206	S
evm.model.Ap10.1200	S
evm.model.Ap10.1203	S
evm.model.Ap10.1789	F
evm.model.Ap10.1780	-
evm.model.Ap10.1781	S
evm.model.Ap10.1782	S
evm.model.Ap10.1783	IT
evm.model.Ap10.1784	T
evm.model.Ap10.896	G
evm.model.Ap10.897	Q
evm.model.Ap10.242	O
evm.model.Ap10.1531	O
evm.model.Ap10.1530	L
evm.model.Ap10.2002	O
evm.model.Ap10.1701	T
evm.model.Ap10.1705	T
evm.model.Ap10.1708	T
evm.model.Ap10.1709	T
evm.model.Ap10.610	O
evm.model.Ap10.611	O
evm.model.Ap10.616	G
evm.model.Ap10.615	O
evm.model.Ap10.2100	E
evm.model.Ap10.1122	G
evm.model.Ap10.1124	G
evm.model.Ap10.1911	-
evm.model.Ap10.1910	J
evm.model.Ap10.1912	-
evm.model.Ap10.1914	-
evm.model.Ap10.1916	T
evm.model.Ap10.1919	U
evm.model.Ap10.344	U
evm.model.Ap10.797	Z
evm.model.Ap10.796	Z
evm.model.Ap10.793	J
evm.model.Ap10.792	S
evm.model.Ap10.791	L
evm.model.Ap10.790	S
evm.model.Ap10.799	T
evm.model.Ap10.420	-
evm.model.Ap10.1371	T
evm.model.Ap10.1370	D
evm.model.Ap10.1373	F
evm.model.Ap10.1372	K
evm.model.Ap10.1375	S
evm.model.Ap10.1374	F
evm.model.Ap10.1379	S
evm.model.Ap10.1378	S
evm.model.Ap10.323	S
evm.model.Ap10.320	V
evm.model.Ap10.321	V
evm.model.Ap10.326	S
evm.model.Ap10.327	I
evm.model.Ap10.328	J
evm.model.Ap10.1191	S
evm.model.Ap10.120	Z
evm.model.Ap10.121	-
evm.model.Ap10.122	T
evm.model.Ap10.129	L
evm.model.Ap10.691	T
evm.model.Ap10.695	T
evm.model.Ap10.1724	T
evm.model.Ap10.402	U
evm.model.Ap10.66	F
evm.model.Ap10.67	S
evm.model.Ap10.1621	L
evm.model.Ap10.1620	-
evm.model.Ap10.1626	G
evm.model.Ap10.1625	S
evm.model.Ap10.1990	S
evm.model.Ap10.1993	S
evm.model.Ap10.1992	S
evm.model.Ap10.1995	T
evm.model.Ap10.1995.1.5f15df32	T
evm.model.Ap10.1994	C
evm.model.Ap10.740	K
evm.model.Ap10.69	K
evm.model.Ap10.59	K
evm.model.Ap10.712	S
evm.model.Ap10.711	L
evm.model.Ap10.710	S
evm.model.Ap10.839	-
evm.model.Ap10.824	L
evm.model.Ap10.1815	O
evm.model.Ap10.1817	-
evm.model.Ap10.1810	O
evm.model.Ap10.1813	S
evm.model.Ap10.1818	G
evm.model.Ap10.508	K
evm.model.Ap10.501	U
evm.model.Ap10.977	O
evm.model.Ap10.975	O
evm.model.Ap10.20	T
evm.model.Ap10.28	O
evm.model.Ap10.28.1.5f15dba3	O
evm.model.Ap10.29	J
evm.model.Ap10.1234	-
evm.model.Ap10.1235	S
evm.model.Ap10.1232	T
evm.model.Ap10.2006	M
evm.model.Ap10.2007	U
evm.model.Ap10.2005	K
evm.model.Ap10.21_evm.model.Ap10.22.1.5f1685a0	O
evm.model.Ap10.21_evm.model.Ap10.22	O
evm.model.Ap10.218	O
evm.model.Ap10.219	S
evm.model.Ap10.216	I
evm.model.Ap10.216.1.5f15dbd0	I
evm.model.Ap10.214	V
evm.model.Ap10.215	G
evm.model.Ap10.212	H
evm.model.Ap10.213	S
evm.model.Ap10.210	S
evm.model.Ap10.211	J
evm.model.Ap10.980	T
evm.model.Ap10.1549	-
evm.model.Ap10.1898	S
evm.model.Ap10.1894	P
evm.model.Ap10.582	T
evm.model.Ap10.583	K
evm.model.Ap10.580	U
evm.model.Ap10.581.1.5f15dc55	T
evm.model.Ap10.581	T
evm.model.Ap10.2079	T
evm.model.Ap10.629	T
evm.model.Ap10.621	A
evm.model.Ap10.620	S
evm.model.Ap10.2083	-
evm.model.Ap10.2080	Q
evm.model.Ap10.2086	FT
evm.model.Ap10.2087	S
evm.model.Ap10.309	-
evm.model.Ap10.1469	S
evm.model.Ap10.1469.1.5f1689af	S
evm.model.Ap10.1468	L
evm.model.Ap10.1461	A
evm.model.Ap10.1920	U
evm.model.Ap10.1924	L
evm.model.Ap10.1925	KO
evm.model.Ap10.1927	Z
evm.model.Ap10.296	S
evm.model.Ap10.297	S
evm.model.Ap10.290	O
evm.model.Ap10.298	S
evm.model.Ap10.299	S
evm.model.Ap10.1349	K
evm.model.Ap10.1342	T
evm.model.Ap10.1343	S
evm.model.Ap10.1344	S
evm.model.Ap10.720	M
evm.model.Ap10.721	T
evm.model.Ap10.313	S
evm.model.Ap10.312	F
evm.model.Ap10.311	S
evm.model.Ap10.310	-
evm.model.Ap10.317	O
evm.model.Ap10.316	M
evm.model.Ap10.314	K
evm.model.Ap10.1759	O
evm.model.Ap10.1758	L
evm.model.Ap10.1752.1.5f15de8a	T
evm.model.Ap10.1751	F
evm.model.Ap10.1750	G
evm.model.Ap10.158	E
evm.model.Ap10.150	L
evm.model.Ap10.153	J
evm.model.Ap10.1249	S
evm.model.Ap10.1177	S
evm.model.Ap10.1176	K
evm.model.Ap10.1248	-
evm.model.Ap10.1240	O
evm.model.Ap10.470	O
evm.model.Ap10.479	-
evm.model.Ap10.802	Z
evm.model.Ap10.800	O
evm.model.Ap10.806	S
evm.model.Ap10.805	S
evm.model.Ap10.804	S
evm.model.Ap10.1849	O
evm.model.Ap10.1843	L
evm.model.Ap10.1842	O
evm.model.Ap10.1841	O
evm.model.Ap10.1840	O
evm.model.Ap10.1847	S
evm.model.Ap10.1845	T
evm.model.Ap10.1844	L
evm.model.Ap10.855	K
evm.model.Ap10.393	K
evm.model.Ap10.392	P
evm.model.Ap10.391	O
evm.model.Ap10.390	K
evm.model.Ap10.397	U
evm.model.Ap10.396	U
evm.model.Ap10.395	KLT
evm.model.Ap10.394	K
evm.model.Ap10.399	U
evm.model.Ap10.398	U
evm.model.Ap10.534	L
evm.model.Ap10.531	K
evm.model.Ap10.1500	E
evm.model.Ap10.76	S
evm.model.Ap10.73	C
evm.model.Ap10.72	U
evm.model.Ap10.1262	K
evm.model.Ap10.1261	Q
evm.model.Ap10.1267	O
evm.model.Ap10.1266	Q
evm.model.Ap10.1264	Q
evm.model.Ap10.2059	S
evm.model.Ap10.1653	O
evm.model.Ap10.1656	G
evm.model.Ap10.1657	O
evm.model.Ap10.1654	G
evm.model.Ap10.1658	O
evm.model.Ap10.1659	O
evm.model.Ap10.223	IQ
evm.model.Ap10.221	S
evm.model.Ap10.220	C
evm.model.Ap10.220.1.5f15dbd1	C
evm.model.Ap10.229	-
evm.model.Ap10.228	G
evm.model.Ap10.1036	G
evm.model.Ap10.1037	S
evm.model.Ap10.1035	G
evm.model.Ap10.1038	-
evm.model.Ap10.2038	PT
evm.model.Ap10.928	Q
evm.model.Ap10.929	Q
evm.model.Ap10.920	EPT
evm.model.Ap10.921	O
evm.model.Ap10.923	O
evm.model.Ap10.926	-
evm.model.Ap10.675	S
evm.model.Ap10.676	-
evm.model.Ap10.671	J
evm.model.Ap10.678	O
evm.model.Ap10.1188	J
evm.model.Ap10.1187	J
evm.model.Ap10.1184	L
evm.model.Ap10.1	T
evm.model.Ap10.2	S
evm.model.Ap10.1519	O
evm.model.Ap10.1518	-
evm.model.Ap10.345	L
evm.model.Ap10.346	D
evm.model.Ap10.347	L
evm.model.Ap10.340	L
evm.model.Ap10.341	S
evm.model.Ap10.342	B
evm.model.Ap10.343	S
evm.model.Ap10.348	OU
evm.model.Ap10.349	L
evm.model.Ap10.1722	TV
evm.model.Ap10.1720	T
evm.model.Ap10.189	T
evm.model.Ap10.835	S
evm.model.Ap10.1712	S
evm.model.Ap10.1718	J
evm.model.Ap10.1104	D
evm.model.Ap10.1105	S
evm.model.Ap10.1102	Q
evm.model.Ap10.1103	OU
evm.model.Ap10.1100	Q
evm.model.Ap10.1101	Q
evm.model.Ap10.1108	I
evm.model.Ap10.1681	PT
evm.model.Ap10.1685	W
evm.model.Ap10.1684	W
evm.model.Ap10.1687	G
evm.model.Ap10.1689	T
evm.model.Ap10.1977	K
evm.model.Ap10.1975	O
evm.model.Ap10.1974	S
evm.model.Ap10.46	E
evm.model.Ap10.47	K
evm.model.Ap10.43	IT
evm.model.Ap10.48	K
evm.model.Ap10.442	S
evm.model.Ap10.441	S
evm.model.Ap10.440	-
evm.model.Ap10.108	O
evm.model.Ap10.854	T
evm.model.Ap10.856	E
evm.model.Ap10.850	T
evm.model.Ap10.815	S
evm.model.Ap10.1317	S
evm.model.Ap10.1316	S
evm.model.Ap10.1315	S
evm.model.Ap10.1313	-
evm.model.Ap10.756	K
evm.model.Ap10.45	S
evm.model.Ap10.45.1.5f15dba8	S
evm.model.Ap10.42	J
evm.model.Ap10.40	S
evm.model.Ap10.41	Q
evm.model.Ap10.41.1.5f15dba6	Q
evm.model.Ap10.102.1.5f15dbbd	PT
evm.model.Ap10.102	PT
evm.model.Ap10.106	S
evm.model.Ap10.107	S
evm.model.Ap10.1241	Q
evm.model.Ap10.1609	-
evm.model.Ap10.1601	-
evm.model.Ap10.739	S
evm.model.Ap10.738	L
evm.model.Ap10.730	A
evm.model.Ap10.733	V
evm.model.Ap10.735	V
evm.model.Ap10.734	V
evm.model.Ap10.737	V
evm.model.Ap10.736	V
evm.model.Ap10.1060	P
evm.model.Ap10.1063	O
evm.model.Ap10.1062	S
evm.model.Ap10.1065	TV
evm.model.Ap10.1064	TV
evm.model.Ap10.1066	E
evm.model.Ap10.1394	D
evm.model.Ap10.1393	K
evm.model.Ap10.1391	BQ
evm.model.Ap10.1838	O
evm.model.Ap10.1839	T
evm.model.Ap10.1832	C
evm.model.Ap10.1833	O
evm.model.Ap10.1830	C
evm.model.Ap10.1830.1.5f15debb	C
evm.model.Ap10.1831	O
evm.model.Ap10.1836	O
evm.model.Ap10.1837	O
evm.model.Ap10.1834	P
evm.model.Ap10.1835	T
evm.model.Ap10.953	O
evm.model.Ap10.955	O
evm.model.Ap10.956	O
evm.model.Ap10.958	O
evm.model.Ap10.2060	S
evm.model.Ap10.2061	S
evm.model.Ap10.2062	J
evm.model.Ap10.2063	S
evm.model.Ap10.2067	S
evm.model.Ap10.1218	S
evm.model.Ap10.1217	B
evm.model.Ap10.1214	-
evm.model.Ap10.1215	S
evm.model.Ap10.1557_evm.model.Ap10.1544.1.5f1689ee	E
evm.model.Ap10.1557_evm.model.Ap10.1544	E
evm.model.Ap10.1409	S
evm.model.Ap10.1407	U
evm.model.Ap10.1405	P
evm.model.Ap10.1690	T
evm.model.Ap10.278	T
evm.model.Ap10.279	M
evm.model.Ap10.270	P
evm.model.Ap10.271	P
evm.model.Ap10.272	P
evm.model.Ap10.277	T
evm.model.Ap10.902	O
evm.model.Ap10.903	T
evm.model.Ap10.901	S
evm.model.Ap10.907	E
evm.model.Ap10.1293	O
evm.model.Ap10.607	E
evm.model.Ap10.601	U
evm.model.Ap10.600	S
evm.model.Ap10.602	B
evm.model.Ap10.609	A
evm.model.Ap10.608	S
evm.model.Ap10.1483	S
evm.model.Ap10.1482	O
evm.model.Ap10.1481	T
evm.model.Ap10.1487	O
evm.model.Ap10.1486	O
evm.model.Ap10.1485	E
evm.model.Ap10.1484	U
evm.model.Ap10.1489	-
evm.model.Ap10.1909	O
evm.model.Ap10.1904	S
evm.model.Ap10.1905	O
evm.model.Ap10.1902	J
evm.model.Ap10.1903	-
evm.model.Ap10.415	S
evm.model.Ap10.416	S
evm.model.Ap10.417	S
evm.model.Ap10.410	U
evm.model.Ap10.411	O
evm.model.Ap10.412	O
evm.model.Ap10.412.1.5f15dc1b	O
evm.model.Ap10.1368	K
evm.model.Ap10.1369	K
evm.model.Ap10.1365	O
evm.model.Ap10.331	O
evm.model.Ap10.330	S
evm.model.Ap10.333	A
evm.model.Ap10.332	T
evm.model.Ap10.1775	L
evm.model.Ap10.1771	-
evm.model.Ap10.133	G
evm.model.Ap10.131	S
evm.model.Ap10.130	S
evm.model.Ap10.137	B
evm.model.Ap10.135	-
evm.model.Ap10.139	S
evm.model.Ap10.688	T
evm.model.Ap10.681	T
evm.model.Ap10.681.1.5f15dc8a	T
evm.model.Ap10.680	O
evm.model.Ap10.682	S
evm.model.Ap10.1514	T
evm.model.Ap10.1511	O
evm.model.Ap10.1989	S
evm.model.Ap10.1157	L
evm.model.Ap10.1156	L
evm.model.Ap10.1151	S
evm.model.Ap10.1152	T
evm.model.Ap10.1159	S
evm.model.Ap10.1158	S
evm.model.Ap10.1633	S
evm.model.Ap10.1638	V
evm.model.Ap10.1639	C
evm.model.Ap10.1984	T
evm.model.Ap10.1988	S
evm.model.Ap10.494	-
evm.model.Ap10.496	A
evm.model.Ap10.490	J
evm.model.Ap10.491	V
evm.model.Ap10.492	S
evm.model.Ap10.493	K
evm.model.Ap10.1051	S
evm.model.Ap10.1052	L
evm.model.Ap10.1057	-
evm.model.Ap10.1861	P
evm.model.Ap10.1860	P
evm.model.Ap10.1863	P
evm.model.Ap10.1862	P
evm.model.Ap10.1865	-
evm.model.Ap10.1867	-
evm.model.Ap10.1866	S
evm.model.Ap10.1869	-
evm.model.Ap10.1868	S
evm.model.Ap10.375_evm.model.Ap10.362	ET
evm.model.Ap10.510	K
evm.model.Ap10.513	-
evm.model.Ap10.512	E
evm.model.Ap10.514	Z
evm.model.Ap10.517	S
evm.model.Ap10.516	B
evm.model.Ap10.519	G
evm.model.Ap10.19	S
evm.model.Ap10.18	P
evm.model.Ap10.11	-
evm.model.Ap10.15	Z
evm.model.Ap10.17	H
evm.model.Ap10.16	P
evm.model.Ap10.1247	L
evm.model.Ap10.2032	S
evm.model.Ap10.2030	S
evm.model.Ap10.768	D
evm.model.Ap10.769	A
evm.model.Ap10.760	K
evm.model.Ap10.761	K
evm.model.Ap10.766	Z
evm.model.Ap10.767	E
evm.model.Ap10.201	O
evm.model.Ap10.203	O
evm.model.Ap10.202	O
evm.model.Ap10.205	O
evm.model.Ap10.1571	T
evm.model.Ap10.1576	-
evm.model.Ap10.1575	T
evm.model.Ap10.1574	T
evm.model.Ap10.462	L
evm.model.Ap10.599	J
evm.model.Ap10.593	A
evm.model.Ap10.592	A
evm.model.Ap10.595	L
evm.model.Ap10.597	T
evm.model.Ap10.596	T
evm.model.Ap10.909	O
evm.model.Ap10.90	KLT
evm.model.Ap10.97	S
evm.model.Ap10.99	O
evm.model.Ap10.656	P
evm.model.Ap10.657	L
evm.model.Ap10.655	Z
evm.model.Ap10.653	O
evm.model.Ap10.650	S
evm.model.Ap10.894	G
evm.model.Ap10.895	L
evm.model.Ap10.1472	T
evm.model.Ap10.1470	U
evm.model.Ap10.1471	O
evm.model.Ap10.1476	O
evm.model.Ap10.1477	T
evm.model.Ap10.1474	O
evm.model.Ap10.1475	O
evm.model.Ap10.289	M
evm.model.Ap10.281	T
evm.model.Ap10.280	M
evm.model.Ap10.283	T
evm.model.Ap10.282	T
evm.model.Ap10.285	T
evm.model.Ap10.284	T
evm.model.Ap10.286	T
evm.model.Ap10.988	S
evm.model.Ap10.989	S
evm.model.Ap10.366	T
evm.model.Ap10.367	-
evm.model.Ap10.360	-
evm.model.Ap10.619	FQ
evm.model.Ap10.1746	E
evm.model.Ap10.1747	S
evm.model.Ap10.1741	S
evm.model.Ap10.1742	O
evm.model.Ap10.169	S
evm.model.Ap10.164	S
evm.model.Ap10.167	B
evm.model.Ap10.1168	O
evm.model.Ap10.1160	-
evm.model.Ap10.1951	L
evm.model.Ap10.1950	S
evm.model.Ap10.465	P
evm.model.Ap10.463	S
evm.model.Ap10.469	O
evm.model.Ap10.1522	-
evm.model.Ap10.857	T
evm.model.Ap10.874	S
evm.model.Ap10.872	T
evm.model.Ap10.873	T
evm.model.Ap10.870	T
evm.model.Ap10.871	T
evm.model.Ap10.1338	I
evm.model.Ap10.1337	O
evm.model.Ap10.1336	T
evm.model.Ap10.1331	S
evm.model.Ap10.1330	S
evm.model.Ap10.1333	K
evm.model.Ap10.1858	S
evm.model.Ap10.1859	S
evm.model.Ap10.1850	S
evm.model.Ap10.1852	S
evm.model.Ap10.1853	EG
evm.model.Ap10.1856	S
evm.model.Ap10.60	PT
evm.model.Ap10.61	K
evm.model.Ap10.62	S
evm.model.Ap10.63	S
evm.model.Ap10.64	S
evm.model.Ap10.1273	Z
evm.model.Ap10.1275	S
evm.model.Ap10.983	E
evm.model.Ap10.981	U
evm.model.Ap10.986	S
evm.model.Ap10.987	S
evm.model.Ap10.984	B
evm.model.Ap10.1614	O
evm.model.Ap10.2046	PT
evm.model.Ap10.2047	PT
evm.model.Ap10.2044	S
evm.model.Ap10.2045	PT
evm.model.Ap10.1669	-
evm.model.Ap10.1668	L
evm.model.Ap10.1667	G
evm.model.Ap10.1661	O
evm.model.Ap10.759	Q
evm.model.Ap10.914	S
evm.model.Ap10.911	S
evm.model.Ap10.910	G
evm.model.Ap10.912	T
evm.model.Ap10.918	L
evm.model.Ap10.1006	E
evm.model.Ap10.1005	E
evm.model.Ap10.1002	S
evm.model.Ap10.1001	S
evm.model.Ap10.1000	L
evm.model.Ap10.1584	T
evm.model.Ap10.939	L
evm.model.Ap10.938	L
evm.model.Ap10.930	O
evm.model.Ap10.937	L
evm.model.Ap10.936	L
evm.model.Ap10.935	G
evm.model.Ap10.1795	O
evm.model.Ap10.1745.1.5f15de81	E
evm.model.Ap10.1745	E
evm.model.Ap10.1743	O
evm.model.Ap10.664	S
evm.model.Ap10.669	S
evm.model.Ap10.668	H
evm.model.Ap10.79	M
evm.model.Ap10.78	S
evm.model.Ap10.75	S
evm.model.Ap10.74	C
evm.model.Ap10.273	P
evm.model.Ap10.1421	S
evm.model.Ap10.1420	T
evm.model.Ap10.1424	P
evm.model.Ap10.250	S
evm.model.Ap10.254	S
evm.model.Ap10.255	S
evm.model.Ap10.259	U
evm.model.Ap10.1509	-
evm.model.Ap10.357	S
evm.model.Ap10.356	S
evm.model.Ap10.355	S
evm.model.Ap10.354	H
evm.model.Ap10.359	BT
evm.model.Ap10.1711	T
evm.model.Ap10.1716	T
evm.model.Ap10.1715	T
evm.model.Ap10.1719	T
evm.model.Ap10.1526	-
evm.model.Ap10.197	S
evm.model.Ap10.196	Q
evm.model.Ap10.1133	S
evm.model.Ap10.1131	B
evm.model.Ap10.1134	S
evm.model.Ap10.1698	-
evm.model.Ap10.1699	T
evm.model.Ap10.1696	-
evm.model.Ap10.1697	T
evm.model.Ap10.1695	-
evm.model.Ap10.1960	S
evm.model.Ap10.1962	T
evm.model.Ap10.1963	S
evm.model.Ap10.786	J
evm.model.Ap10.787	I
evm.model.Ap10.780	S
evm.model.Ap10.781	O
evm.model.Ap10.782	A
evm.model.Ap10.782.1.5f15dcc5	A
evm.model.Ap10.783	T
evm.model.Ap10.783.1.5f15dcc7	T
evm.model.Ap10.789	S
evm.model.Ap10.847	K
evm.model.Ap10.842	K
evm.model.Ap10.849	Z
evm.model.Ap10.1309	L
evm.model.Ap10.2053	J
evm.model.Ap10.2054	T
evm.model.Ap10.118	Z
evm.model.Ap10.114	G
evm.model.Ap10.117	T
evm.model.Ap10.116	A
evm.model.Ap10.111	K
evm.model.Ap10.113	O
evm.model.Ap10.112	K
evm.model.Ap10.1198	S
evm.model.Ap10.709	-
evm.model.Ap10.1076	O
evm.model.Ap10.1075	-
evm.model.Ap10.1388	O
evm.model.Ap10.1384	OU
evm.model.Ap10.1385	P
evm.model.Ap10.1387	O
evm.model.Ap10.1382	-
evm.model.Ap10.1807	P
evm.model.Ap10.1806	P
evm.model.Ap10.1803	S
evm.model.Ap10.1802	A
evm.model.Ap10.1808	P
evm.model.Ap10.742	P
evm.model.Ap10.743	T
evm.model.Ap10.744	T
evm.model.Ap10.745	T
evm.model.Ap10.962	O
evm.model.Ap10.963	T
evm.model.Ap10.579	-
evm.model.Ap10.578	K
evm.model.Ap10.573	A
evm.model.Ap10.577	E
evm.model.Ap10.576	S
evm.model.Ap10.575	-
evm.model.Ap10.574	S
evm.model.Ap10.965	S
evm.model.Ap10.966	O
evm.model.Ap10.960	-
evm.model.Ap10.31	O
evm.model.Ap10.36	Q
evm.model.Ap10.35	S
evm.model.Ap10.39	A
evm.model.Ap10.38	L
evm.model.Ap10.1227	J
evm.model.Ap10.1226	A
evm.model.Ap10.1225	L
evm.model.Ap10.1224	L
evm.model.Ap10.464	S
evm.model.Ap10.468	S
evm.model.Ap10.1418	S
evm.model.Ap10.1410	S
evm.model.Ap10.1411	O
evm.model.Ap10.1414	O
evm.model.Ap10.1415	T
evm.model.Ap10.1417	-
evm.model.Ap10.269	A
evm.model.Ap10.268	U
evm.model.Ap10.263	S
evm.model.Ap10.262	O
evm.model.Ap10.261	O
evm.model.Ap10.260	U
evm.model.Ap10.267	A
evm.model.Ap10.266	C
evm.model.Ap10.722	-
evm.model.Ap10.1559	S
evm.model.Ap10.1558	Q
evm.model.Ap10.1888	U
evm.model.Ap10.1886	T
evm.model.Ap10.1882	O
evm.model.Ap10.1881	K
evm.model.Ap10.1880	F
evm.model.Ap10.638	S
evm.model.Ap10.639	K
evm.model.Ap10.632	O
evm.model.Ap10.634	PT
evm.model.Ap10.635	O
evm.model.Ap10.637	T
evm.model.Ap10.2095	S
evm.model.Ap10.2094	S
evm.model.Ap10.2090	G
evm.model.Ap10.2093	K
evm.model.Ap10.1084	S
evm.model.Ap10.1083	Q
evm.model.Ap10.1080	O
evm.model.Ap10.1490	E
evm.model.Ap10.1498	I
evm.model.Ap10.1938	O
evm.model.Ap10.1933	I
evm.model.Ap10.1931	EIOV
evm.model.Ap10.1936	T
evm.model.Ap10.1935	S
evm.model.Ap10.1934	T
evm.model.Ap10.407	U
evm.model.Ap10.406	-
evm.model.Ap10.405	-
evm.model.Ap10.404	U
evm.model.Ap10.403	U
evm.model.Ap10.401	U
evm.model.Ap10.400	U
evm.model.Ap10.409	U
evm.model.Ap10.408	U
evm.model.Ap10.1358	S
evm.model.Ap10.1353	S
evm.model.Ap10.1352	L
evm.model.Ap10.1351	L
evm.model.Ap10.1350	-
evm.model.Ap10.1357	K
evm.model.Ap10.1356	S
evm.model.Ap10.1354	K
evm.model.Ap10.308	S
evm.model.Ap10.300	S
evm.model.Ap10.301	E
evm.model.Ap10.302	S
evm.model.Ap10.303	S
evm.model.Ap10.304	S
evm.model.Ap10.305	G
evm.model.Ap10.306	S
evm.model.Ap10.307	S
evm.model.Ap10.1762	S
evm.model.Ap10.1763	S
evm.model.Ap10.1760	T
evm.model.Ap10.146	-
evm.model.Ap10.147	-
evm.model.Ap10.148	-
evm.model.Ap10.149	L
evm.model.Ap10.1480	O
evm.model.Ap10.1628	T
evm.model.Ap10.1142	L
evm.model.Ap10.488	Z
evm.model.Ap10.487	T
evm.model.Ap10.487.1.5f15dc38	T
evm.model.Ap10.486	O
evm.model.Ap10.485	Z
evm.model.Ap10.483	S
evm.model.Ap10.811	G
evm.model.Ap10.811.1.5f15dce1	G
evm.model.Ap10.812	T
evm.model.Ap10.816	-
evm.model.Ap10.1878	C
evm.model.Ap10.1879	F
evm.model.Ap10.1874	U
evm.model.Ap10.1873	A
evm.model.Ap10.1870	C
evm.model.Ap10.381	T
evm.model.Ap10.382	Q
evm.model.Ap10.383	JUY
evm.model.Ap10.384	O
evm.model.Ap10.385	T
evm.model.Ap10.387	K
evm.model.Ap10.388	K
evm.model.Ap10.389	K
evm.model.Ap10.526	E
evm.model.Ap10.527.1.5f15dc45	T
evm.model.Ap10.527	T
evm.model.Ap10.523	-
evm.model.Ap10.529	IKOT
evm.model.Ap10.49	K
evm.model.Ap10.1250	L
evm.model.Ap10.2027	T
evm.model.Ap10.2020	PT
evm.model.Ap10.2022	PT
evm.model.Ap10.1645	S
evm.model.Ap10.1644	I
evm.model.Ap10.1647	S
evm.model.Ap10.1646	J
evm.model.Ap10.1642	O
evm.model.Ap10.1649	U
evm.model.Ap10.1648	U
evm.model.Ap10.68	T
